ms_zoning,lot_area,condition_1,overall_qual,overall_cond,year_built,year_remod/add,exter_qual,exter_cond,bsmt_qual,bsmt_cond,bsmt_unf_sf,total_bsmt_sf,central_air,1st_flr_sf,gr_liv_area,full_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,fireplaces,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,yr_sold,age,quality,remod,bsmt_rating,bsmt_sf,saleprice
1,12250,1,5,6,1978,1978,3,3,4,3,83.0,864.0,1,1174,1174,1,3,1,3,0,2.0,528.0,3,3,1,2008,30,270,30,12,781.0,158000
3,2403,1,7,5,2003,2003,4,3,4,3,286.0,530.0,1,530,1080,2,2,1,4,0,2.0,496.0,3,3,1,2010,7,420,7,12,244.0,147110
2,8600,1,6,6,1937,1950,3,3,3,3,780.0,780.0,1,780,1376,2,3,1,3,1,1.0,198.0,3,3,0,2006,69,324,56,9,0.0,119500
1,13680,1,5,6,1940,1950,3,3,3,3,112.0,840.0,1,840,1567,1,2,1,3,2,2.0,440.0,3,3,1,2009,69,270,59,9,728.0,205000
1,5389,1,8,5,1995,1996,4,3,4,3,415.0,1595.0,1,1616,1616,2,2,1,4,1,2.0,608.0,3,3,1,2010,15,480,14,12,1180.0,236500
1,10890,1,5,5,1938,1950,3,3,2,3,128.0,1058.0,1,1058,1551,2,3,1,2,0,1.0,240.0,2,3,1,2006,68,225,56,6,930.0,137000
1,9768,1,5,5,1955,1955,3,3,3,3,613.0,960.0,1,960,960,1,2,1,3,0,1.0,330.0,3,3,1,2009,54,225,54,9,347.0,122000
1,8993,1,7,5,2007,2007,4,3,4,3,1302.0,1302.0,1,1302,1302,2,3,1,4,0,2.0,436.0,3,3,1,2007,0,420,0,12,0.0,176485
1,11672,1,5,5,1925,1950,3,3,3,3,816.0,816.0,1,816,816,1,2,1,3,0,1.0,210.0,2,2,0,2006,81,225,56,9,0.0,109000
2,9763,1,7,5,1998,1998,4,3,4,3,328.0,1502.0,1,1502,1502,1,1,1,4,1,1.0,286.0,3,3,1,2007,9,420,9,12,1174.0,330000
2,9836,3,6,5,2008,2008,3,3,3,3,96.0,192.0,0,1133,1133,1,3,1,3,0,1.0,308.0,3,3,1,2008,0,270,0,9,96.0,143000
1,10557,1,9,5,1998,1998,4,3,5,3,736.0,1408.0,1,1671,3078,2,4,1,4,1,3.0,806.0,3,3,1,2007,9,540,9,15,672.0,410000
1,8462,1,6,5,1994,1994,4,4,4,4,114.0,928.0,1,936,1721,2,3,1,4,0,2.0,471.0,3,3,1,2007,13,480,13,16,814.0,201000
1,10818,1,4,4,1910,1950,3,3,2,3,1077.0,1077.0,1,981,1760,1,4,1,3,1,2.0,648.0,2,3,1,2006,96,144,56,6,0.0,80000
1,7259,1,6,8,1945,2002,3,3,3,3,104.0,1028.0,1,1436,2320,2,3,1,4,1,1.0,180.0,3,3,1,2007,62,432,5,9,924.0,259500
1,11800,1,7,5,2003,2004,4,3,4,3,356.0,1122.0,1,1146,2486,3,5,1,4,1,2.0,452.0,3,3,1,2007,4,420,3,12,766.0,279900
1,7500,1,5,7,1959,1994,3,3,3,3,0.0,1246.0,1,1246,1246,1,3,1,4,0,1.0,305.0,3,3,1,2010,51,315,16,9,1246.0,154000
1,159000,1,6,7,1958,2006,4,3,4,3,747.0,1444.0,1,1444,2144,2,4,1,4,2,2.0,389.0,3,3,1,2007,49,504,1,12,697.0,277000
1,6488,1,5,5,1942,1950,3,3,3,3,569.0,799.0,0,799,1150,1,3,1,3,2,1.0,215.0,3,3,1,2006,64,225,56,9,230.0,128000
1,14230,1,8,5,2007,2007,4,3,4,3,1566.0,1566.0,1,1600,1600,2,3,1,4,1,3.0,890.0,3,3,1,2009,2,480,2,12,0.0,256300
1,7810,1,4,6,1930,2003,3,4,3,4,741.0,930.0,1,1230,1755,2,4,1,4,1,1.0,231.0,2,3,1,2007,77,288,4,12,189.0,188000
1,14331,1,8,5,2002,2002,4,3,5,3,526.0,1800.0,1,1800,1800,2,3,1,4,1,3.0,765.0,3,3,1,2006,4,480,4,15,1274.0,312500
3,3182,1,7,5,2004,2005,4,3,4,3,600.0,600.0,1,600,1200,2,2,1,4,0,2.0,480.0,3,3,1,2010,6,420,5,12,0.0,151000
2,1920,1,5,5,1971,1971,3,3,3,3,294.0,765.0,1,765,1365,1,2,1,3,0,2.0,440.0,3,3,1,2007,36,225,36,9,471.0,122500
1,10110,1,6,5,2003,2003,4,3,4,3,200.0,835.0,1,835,1696,2,3,1,4,0,2.0,542.0,3,3,1,2008,5,360,5,12,635.0,188000
1,10984,1,7,5,2005,2006,4,3,4,3,945.0,945.0,1,945,1809,2,3,1,4,0,2.0,638.0,3,3,1,2006,1,420,0,12,0.0,209700
1,14082,1,8,5,2006,2006,4,3,5,4,662.0,2220.0,1,2234,2234,1,1,1,4,1,2.0,724.0,3,3,1,2007,1,480,1,20,1558.0,441929
1,8480,1,6,5,1993,1994,4,3,4,3,284.0,886.0,1,886,1680,2,3,1,4,0,2.0,474.0,3,3,1,2008,15,360,14,12,602.0,163000
1,12205,1,6,8,1966,2007,3,3,3,2,264.0,832.0,1,976,2087,2,5,1,4,0,2.0,444.0,3,3,1,2007,41,432,0,6,568.0,187500
1,15750,2,8,5,1999,2000,4,3,4,3,216.0,1462.0,1,1513,1513,2,2,1,4,1,2.0,521.0,3,3,1,2009,10,480,9,12,1246.0,220000
1,8050,1,5,6,1967,1993,3,3,3,3,437.0,949.0,1,1107,1107,1,3,1,4,0,1.0,308.0,3,3,1,2007,40,270,14,9,512.0,127000
2,5232,3,5,5,1925,2004,3,3,2,3,680.0,680.0,0,764,764,1,2,1,3,0,2.0,504.0,3,3,0,2008,83,225,4,6,0.0,73000
1,11846,1,9,5,2003,2004,4,3,5,3,225.0,1792.0,1,1792,1792,2,2,1,5,1,3.0,874.0,3,3,1,2006,3,540,2,15,1567.0,374000
1,16900,1,8,5,2001,2002,4,3,5,3,404.0,1479.0,1,1515,2649,2,4,1,4,1,3.0,746.0,3,3,1,2008,7,480,6,15,1075.0,421250
1,9636,1,6,5,1992,1993,3,3,4,3,808.0,808.0,1,808,1593,2,3,1,3,1,2.0,389.0,3,3,1,2009,17,270,16,12,0.0,178000
1,10012,1,4,5,1972,1972,3,3,4,3,38.0,1138.0,1,1181,1181,2,3,1,3,0,2.0,588.0,3,3,1,2008,36,180,36,12,1100.0,137500
1,14303,1,8,5,1994,1994,4,3,4,3,672.0,1986.0,1,1987,1987,2,2,1,4,1,2.0,691.0,3,3,1,2008,14,480,14,12,1314.0,301500
1,5707,2,6,6,1935,1950,3,3,3,3,583.0,583.0,1,647,1242,1,3,1,3,1,1.0,180.0,2,3,1,2009,74,324,59,9,0.0,105000
1,9360,2,6,7,1968,2004,3,3,3,3,216.0,976.0,1,976,976,1,2,1,4,1,2.0,504.0,3,3,1,2006,38,378,2,9,760.0,157500
2,5680,1,5,3,1901,1950,3,3,3,3,969.0,969.0,0,969,1214,1,2,1,3,0,1.0,216.0,3,3,0,2007,106,135,57,9,0.0,117000
1,7000,3,5,6,1962,1962,3,3,3,3,396.0,864.0,1,864,864,1,3,1,3,0,1.0,336.0,3,3,1,2006,44,270,44,9,468.0,105000
1,10480,1,6,5,1936,1950,3,3,3,3,1064.0,1064.0,1,1166,1639,1,3,1,3,0,1.0,240.0,3,3,1,2008,72,270,58,9,0.0,115000
1,11578,1,9,5,2008,2008,5,3,5,3,1736.0,1736.0,1,1736,1736,2,3,1,5,1,3.0,834.0,3,3,1,2009,1,675,1,15,0.0,360000
1,9130,2,6,8,1966,2000,3,3,3,3,336.0,800.0,1,800,1632,1,4,1,4,0,2.0,484.0,3,3,1,2008,42,432,8,9,464.0,173000
1,10800,1,3,5,1890,1998,3,3,3,3,630.0,630.0,1,725,725,1,1,1,3,0,1.0,320.0,3,3,1,2009,119,135,11,9,0.0,78500
1,8244,1,7,5,2004,2004,4,3,4,3,840.0,840.0,1,840,1720,2,3,1,4,1,2.0,440.0,3,3,1,2007,3,420,3,12,0.0,183500
2,6000,1,4,4,1953,1953,2,3,2,3,936.0,936.0,0,936,936,1,2,1,3,0,2.0,576.0,3,3,1,2009,56,96,56,6,0.0,93000
1,3621,1,8,5,2003,2003,4,3,4,3,322.0,1406.0,1,1589,1589,2,2,1,4,1,3.0,630.0,3,3,1,2007,4,480,4,12,1084.0,226500
1,7837,1,6,7,1993,1994,4,3,4,3,799.0,799.0,1,799,1571,2,3,1,3,1,2.0,380.0,3,3,1,2009,16,504,15,12,0.0,178000
1,10665,1,7,5,2003,2003,4,3,4,3,440.0,1453.0,1,1479,1479,2,3,1,4,0,2.0,558.0,3,3,1,2007,4,420,4,12,1013.0,226000
1,10457,1,5,7,1969,1969,4,5,3,3,0.0,784.0,1,784,1632,1,4,1,3,1,2.0,898.0,3,3,1,2009,40,700,40,9,784.0,173000
1,8281,1,5,5,1965,1965,3,3,3,3,0.0,864.0,1,864,864,1,3,1,3,1,1.0,360.0,3,3,1,2009,44,225,44,9,864.0,62383
1,14948,1,9,5,2008,2008,5,3,5,3,122.0,1452.0,1,1476,2713,2,3,1,5,1,3.0,858.0,3,3,1,2008,0,675,0,15,1330.0,446261
1,7000,2,7,8,1926,1997,3,3,3,3,200.0,624.0,1,743,1479,1,3,1,4,2,1.0,312.0,3,3,1,2006,80,504,9,9,424.0,160000
2,3940,1,7,5,2004,2004,4,3,4,3,306.0,1393.0,1,1576,1576,2,2,1,4,1,3.0,668.0,3,3,1,2008,4,420,4,12,1087.0,219990
1,9382,1,7,5,1999,2000,4,3,4,3,1468.0,1468.0,1,1479,1479,2,3,1,4,0,2.0,577.0,3,3,1,2008,9,420,8,12,0.0,191000
1,6854,1,5,7,1925,1994,3,4,3,3,212.0,756.0,0,916,1060,1,1,1,3,1,1.0,308.0,2,3,1,2007,82,420,13,9,544.0,136500
1,13837,1,7,5,1988,1988,4,4,4,4,0.0,1204.0,1,1377,2183,2,4,1,4,0,3.0,786.0,3,3,1,2006,18,560,18,16,1204.0,229000
1,9938,1,7,5,1993,1994,4,3,4,3,300.0,1050.0,1,1062,1949,2,3,1,4,1,2.0,574.0,3,3,1,2010,17,420,16,12,750.0,236000
1,12633,7,10,5,2006,2007,5,3,5,3,1824.0,1824.0,1,1824,1824,2,3,1,5,1,3.0,932.0,3,3,1,2007,1,750,0,15,0.0,392000
2,6876,1,6,5,1927,1950,3,3,3,2,198.0,720.0,1,1146,1930,2,4,1,3,0,1.0,316.0,3,3,1,2009,82,270,59,6,522.0,149000
3,3951,1,10,5,1998,1999,5,3,4,3,0.0,970.0,1,1469,2393,2,2,1,5,1,2.0,846.0,3,3,1,2008,10,750,9,12,970.0,345000
2,9856,1,5,8,1900,2005,4,4,2,3,716.0,716.0,1,1007,2014,2,5,1,3,0,2.0,624.0,3,3,1,2006,106,640,1,6,0.0,169000
1,17808,2,4,5,1946,1950,3,3,3,3,484.0,484.0,0,1242,1242,1,2,1,3,0,1.0,336.0,3,3,0,2007,61,180,57,9,0.0,109900
1,9627,1,7,5,1993,1994,3,3,4,3,238.0,996.0,1,996,2000,2,3,1,3,1,3.0,650.0,3,3,1,2006,13,315,12,12,758.0,188000
2,6000,1,6,6,1939,1950,3,2,3,3,780.0,780.0,1,825,1412,1,4,1,3,1,1.0,280.0,3,3,1,2009,70,216,59,9,0.0,132500
1,9757,1,5,7,1994,1994,3,4,3,3,235.0,990.0,1,990,990,1,3,1,3,0,1.0,440.0,3,3,1,2009,15,420,15,9,755.0,143000
1,9280,1,5,6,1951,1951,3,3,2,3,785.0,1342.0,1,1342,1342,1,4,1,3,0,1.0,256.0,3,3,1,2007,56,270,56,6,557.0,125000
1,14780,1,9,5,2005,2005,5,3,5,3,363.0,1868.0,1,1868,1868,2,2,1,5,1,3.0,1085.0,3,3,1,2006,1,675,1,15,1505.0,415000
2,7740,1,4,7,1910,1950,3,3,2,3,622.0,622.0,1,741,1363,1,3,1,3,0,2.0,528.0,3,3,1,2010,100,252,60,6,0.0,125500
1,9600,2,6,6,1958,1988,3,3,3,3,0.0,1240.0,1,1632,1632,2,3,1,3,1,1.0,338.0,3,3,1,2009,51,324,21,9,1240.0,139000
1,13478,1,10,5,2008,2008,5,3,5,3,384.0,1722.0,1,1728,2296,2,3,1,5,1,3.0,842.0,3,3,1,2009,1,750,1,15,1338.0,451950
1,6853,1,8,5,2001,2002,4,3,5,3,262.0,1267.0,1,1296,1296,2,2,1,4,0,2.0,471.0,3,3,1,2009,8,480,7,15,1005.0,220000
1,10667,1,6,6,1971,1971,3,3,3,3,749.0,1587.0,1,1587,1587,2,3,1,3,1,2.0,525.0,3,3,1,2007,36,324,36,9,838.0,167300
1,8212,1,5,6,1941,1950,3,3,3,3,94.0,720.0,1,854,1298,1,3,1,3,2,1.0,256.0,3,3,1,2009,68,270,59,9,626.0,122000
2,9100,6,5,5,1963,1963,3,3,3,3,396.0,1728.0,1,1728,1728,2,6,2,3,0,2.0,504.0,3,3,1,2006,43,225,43,9,1332.0,125000
2,6000,1,5,6,1957,1957,3,3,3,3,620.0,928.0,1,928,928,1,3,1,3,0,1.0,288.0,3,3,1,2008,51,270,51,9,308.0,112500
1,9316,1,7,5,2005,2006,4,3,4,3,879.0,879.0,1,879,1795,2,3,1,4,0,2.0,578.0,3,3,1,2007,2,420,1,12,0.0,191000
1,9464,1,6,7,1958,1958,3,4,3,3,510.0,1080.0,1,1080,1080,1,3,1,3,0,1.0,288.0,3,3,1,2008,50,504,50,9,570.0,136000
1,10400,1,7,5,1998,1998,3,3,4,3,866.0,866.0,1,866,1779,2,3,1,4,0,2.0,546.0,3,3,1,2009,11,315,11,12,0.0,197900
2,5310,2,6,8,1910,2003,3,4,3,2,485.0,485.0,1,1001,1635,1,2,1,4,0,1.0,255.0,2,3,1,2006,96,576,3,6,0.0,117000
1,7406,1,7,5,2006,2006,4,3,4,3,515.0,1199.0,1,1220,1220,2,2,1,4,0,2.0,632.0,3,3,1,2006,0,420,0,12,684.0,194000
3,4538,1,9,5,2001,2001,4,3,5,3,306.0,1310.0,1,1310,1310,1,1,1,4,1,2.0,545.0,3,3,1,2008,7,540,7,15,1004.0,285000
1,13346,1,7,5,1992,2000,4,3,4,3,367.0,1095.0,1,1166,2295,2,4,1,4,1,2.0,590.0,3,3,1,2006,14,420,6,12,728.0,268000
2,9639,3,4,8,1900,1950,3,3,3,3,1075.0,1075.0,1,1156,1798,2,4,1,3,0,2.0,342.0,3,3,0,2007,107,288,57,9,0.0,137000
1,15387,1,7,7,1967,1967,3,3,3,3,723.0,1620.0,1,1620,1620,2,4,1,4,1,2.0,578.0,3,3,1,2008,41,441,41,9,897.0,215000
1,10050,1,5,5,1955,1955,3,3,3,3,928.0,1216.0,1,1216,1216,1,3,1,3,0,1.0,336.0,3,3,1,2007,52,225,52,9,288.0,129500
2,6240,1,5,4,1936,1950,3,3,4,3,896.0,896.0,1,896,1344,1,3,1,3,0,1.0,240.0,2,3,1,2006,70,180,56,12,0.0,115000
1,7506,1,5,8,1925,1950,3,4,3,3,747.0,747.0,1,747,1159,1,3,1,3,0,1.0,288.0,2,3,0,2008,83,480,58,9,0.0,114000
4,8900,1,4,4,1966,1966,3,3,3,3,0.0,1056.0,1,1056,1056,1,2,1,3,0,1.0,384.0,3,3,1,2006,40,144,40,9,1056.0,107000
1,8480,1,5,5,1947,1950,3,3,3,3,390.0,832.0,1,832,1216,1,2,1,3,0,1.0,336.0,3,3,1,2008,61,225,58,9,442.0,118500
2,6000,1,6,7,1929,1950,3,3,3,3,862.0,862.0,1,950,1158,1,3,1,3,1,1.0,208.0,3,3,1,2008,79,378,58,9,0.0,120000
1,8847,1,8,5,2005,2005,4,3,4,3,769.0,1538.0,1,1538,1538,2,3,1,4,0,2.0,484.0,3,3,1,2007,2,480,2,12,769.0,260000
1,8050,1,5,5,1959,1959,3,3,3,3,125.0,1143.0,1,1143,1143,1,3,1,3,0,1.0,308.0,3,3,1,2010,51,225,51,9,1018.0,136000
1,8294,1,4,5,1971,1971,3,3,3,3,858.0,858.0,1,872,872,1,3,1,3,0,4.0,480.0,3,3,1,2007,36,180,36,9,0.0,123000
1,18494,1,6,5,2005,2005,4,3,4,3,1324.0,1324.0,1,1324,1324,2,3,1,4,0,2.0,430.0,3,3,1,2010,5,360,5,12,0.0,199500
1,7162,1,5,7,1966,1966,3,3,3,3,876.0,876.0,1,904,904,1,3,1,3,0,1.0,408.0,3,3,1,2008,42,315,42,9,0.0,109900
1,10918,1,7,9,1926,2004,4,3,4,3,1276.0,1276.0,1,1276,2080,1,3,1,4,2,1.0,282.0,3,3,1,2009,83,756,5,12,0.0,234000
2,4435,1,6,5,2004,2004,4,3,4,3,186.0,848.0,1,848,848,1,1,1,4,1,2.0,420.0,3,3,1,2006,2,360,2,12,662.0,155900
1,11250,1,4,5,1957,1989,3,3,3,3,1104.0,1104.0,1,1104,1788,1,5,1,3,2,1.0,304.0,3,3,1,2009,52,180,20,9,0.0,161500
1,14375,1,6,6,1958,1958,3,3,3,3,354.0,819.0,1,1344,1344,1,3,1,4,1,2.0,525.0,3,3,1,2009,51,324,51,9,465.0,137500
1,10029,1,6,5,1988,1989,4,3,4,3,320.0,1151.0,1,1164,2060,2,4,1,3,1,2.0,521.0,3,3,1,2007,19,360,18,12,831.0,211000
4,4060,1,6,5,1998,1999,4,3,4,3,1139.0,1405.0,1,1337,1337,2,2,1,4,0,2.0,511.0,3,3,1,2008,10,360,9,12,266.0,181000
1,9020,1,6,7,1966,1966,3,3,3,3,276.0,1127.0,1,1165,1165,1,3,1,3,0,2.0,490.0,4,4,1,2008,42,378,42,9,851.0,174900
1,11777,1,5,6,1966,1966,3,3,3,3,285.0,1164.0,1,1320,1320,1,3,1,3,2,2.0,564.0,3,3,1,2006,40,270,40,9,879.0,164500
1,10171,1,7,5,2004,2004,4,3,4,3,1515.0,1517.0,1,1535,1535,2,3,1,4,0,2.0,532.0,3,3,1,2010,6,420,6,12,2.0,214000
1,10400,1,7,6,1980,1988,3,3,4,3,738.0,738.0,1,1277,2044,2,3,1,3,1,2.0,489.0,3,3,1,2008,28,378,20,12,0.0,185000
2,6240,1,4,7,1929,1950,3,3,3,3,624.0,704.0,1,624,1136,1,2,1,3,0,1.0,336.0,3,3,1,2008,79,252,58,9,80.0,123000
1,12150,1,6,6,1979,1979,3,3,4,3,0.0,1001.0,1,1299,1299,2,2,1,4,1,2.0,486.0,3,3,1,2007,28,324,28,12,1001.0,183500
3,2645,1,8,5,1999,2000,4,3,4,3,776.0,776.0,1,764,1441,2,2,1,4,0,2.0,492.0,3,3,1,2007,8,480,7,12,0.0,174000
1,22692,1,5,5,1953,1953,3,3,3,3,486.0,1073.0,1,1630,1630,2,3,1,3,1,2.0,649.0,3,3,2,2007,54,225,54,9,587.0,130000
2,9600,1,7,7,1925,1990,3,3,3,4,712.0,728.0,1,832,1641,1,3,1,5,1,2.0,546.0,2,3,1,2006,81,441,16,12,16.0,178000
1,13830,1,5,5,1997,1998,3,3,4,3,137.0,928.0,1,928,1629,2,3,1,3,1,2.0,482.0,3,3,1,2010,13,225,12,12,791.0,189900
2,4435,1,6,5,2003,2004,4,3,4,3,163.0,848.0,1,848,848,1,1,1,4,0,2.0,420.0,3,3,1,2009,6,360,5,12,685.0,144000
2,5890,1,6,8,1930,2007,4,4,3,3,278.0,816.0,1,816,816,1,2,1,3,0,1.0,432.0,3,3,1,2008,78,768,1,9,538.0,120500
1,10859,1,5,5,1994,1995,3,3,4,3,1097.0,1097.0,1,1097,1097,1,3,1,3,0,2.0,672.0,3,3,1,2009,15,225,14,12,0.0,145000
1,5330,1,8,5,2000,2000,4,3,4,3,298.0,1494.0,1,1652,1652,2,2,1,5,0,2.0,499.0,3,3,1,2007,7,480,7,12,1196.0,251000
1,10307,1,7,5,2007,2008,4,3,4,3,474.0,1350.0,1,1358,1358,2,2,1,4,1,2.0,484.0,3,3,1,2009,2,420,1,12,876.0,212500
2,4500,1,6,5,1998,1998,3,3,5,3,319.0,1216.0,1,1216,1216,2,2,1,3,0,2.0,402.0,3,3,1,2006,8,270,8,15,897.0,164000
2,9060,1,6,5,1957,1957,3,3,3,3,967.0,967.0,1,967,1638,2,4,1,4,0,1.0,384.0,3,3,1,2006,49,270,49,9,0.0,139000
3,2160,1,7,5,1999,2000,4,3,4,3,90.0,600.0,1,624,1252,2,2,1,4,0,2.0,462.0,3,3,1,2008,9,420,8,12,510.0,160000
1,7669,1,5,6,1992,1993,3,3,4,3,0.0,828.0,1,883,883,1,2,1,3,1,2.0,698.0,3,3,1,2009,17,270,16,12,828.0,149000
1,9858,1,5,6,1968,1968,3,3,3,3,354.0,864.0,1,874,874,1,3,1,3,0,1.0,288.0,3,3,1,2009,41,270,41,9,510.0,130000
2,10300,4,7,6,1921,1950,3,3,3,3,576.0,576.0,1,902,1710,2,3,1,3,0,2.0,480.0,3,3,1,2010,89,378,60,9,0.0,140000
3,8125,1,8,5,2008,2009,4,3,4,3,1836.0,1836.0,1,1836,1836,2,3,1,4,1,2.0,517.0,3,3,1,2009,1,480,0,12,0.0,264500
1,14850,1,5,5,1957,1957,3,3,3,3,197.0,1092.0,1,1092,1092,1,2,1,3,1,1.0,299.0,3,3,1,2006,49,225,49,9,895.0,141000
3,4274,1,7,5,2006,2007,4,3,4,3,135.0,1241.0,1,1241,1241,1,1,1,4,0,2.0,569.0,3,3,1,2007,1,420,0,12,1106.0,199900
1,9650,1,6,5,1977,1977,3,3,4,3,664.0,1350.0,1,1334,1334,2,2,1,3,1,2.0,630.0,3,3,1,2009,32,270,32,12,686.0,167900
1,14585,1,6,6,1960,1987,3,3,3,3,331.0,1144.0,1,1429,1429,1,3,1,4,2,2.0,572.0,3,3,1,2007,47,324,20,9,813.0,181900
3,9000,1,8,5,2008,2008,4,3,4,3,488.0,1566.0,1,1566,1566,2,3,1,4,0,2.0,750.0,3,3,1,2010,2,480,2,12,1078.0,262500
1,13774,1,7,7,1977,1992,3,4,4,3,476.0,908.0,1,1316,2288,1,4,1,4,2,2.0,520.0,3,3,1,2009,32,588,17,12,432.0,230000
3,5119,1,9,5,1999,2000,4,3,5,3,460.0,1698.0,1,1709,1709,2,2,1,4,1,2.0,506.0,3,3,1,2008,9,540,8,15,1238.0,328900
1,9254,1,8,5,2005,2005,4,3,4,3,1602.0,1721.0,1,1721,1721,2,3,1,4,0,2.0,554.0,3,3,1,2007,2,480,2,12,119.0,232698
1,10324,1,8,5,2008,2008,4,3,4,3,382.0,1254.0,1,1254,1254,2,2,1,4,0,3.0,810.0,3,3,1,2009,1,480,1,12,872.0,221800
1,8375,1,5,7,1941,1973,3,3,3,3,240.0,576.0,1,864,1350,1,2,1,4,0,3.0,627.0,3,3,0,2008,67,315,35,9,336.0,152400
1,9750,1,7,5,2000,2001,4,3,4,3,1630.0,1630.0,1,1630,1630,2,3,1,4,1,2.0,451.0,3,3,1,2009,9,420,8,12,0.0,213000
1,7632,1,7,5,2005,2005,4,3,4,3,784.0,784.0,1,831,1585,2,3,1,4,0,2.0,449.0,3,3,1,2006,1,420,1,12,0.0,184900
1,15750,1,5,5,1953,1953,3,3,3,3,324.0,1165.0,1,1336,1336,1,2,1,3,2,1.0,375.0,3,3,1,2006,53,225,53,9,841.0,157000
1,9240,1,5,6,1962,2002,3,3,3,3,252.0,864.0,1,1211,1211,1,2,1,3,1,2.0,576.0,3,3,1,2006,44,270,4,9,612.0,144000
1,10400,1,6,5,1979,1999,3,3,4,3,356.0,1259.0,1,1353,1353,2,2,1,3,1,2.0,478.0,3,3,1,2007,28,270,8,12,903.0,192350
1,8800,1,7,6,1966,1966,3,3,3,3,520.0,1174.0,1,1200,1200,2,3,1,3,1,2.0,440.0,3,3,1,2007,41,378,41,9,654.0,163500
1,11839,1,7,5,1990,1990,3,3,4,3,390.0,1475.0,1,1532,2329,2,4,1,4,1,2.0,514.0,3,3,1,2008,18,315,18,12,1085.0,262280
1,9135,1,7,5,2002,2003,4,3,4,3,726.0,1536.0,1,1536,1536,2,3,1,4,0,2.0,532.0,3,3,1,2008,6,420,5,12,810.0,214000
1,14115,1,6,7,1956,2004,3,3,3,3,230.0,1073.0,1,1811,1811,1,2,1,5,1,2.0,470.0,3,3,1,2006,50,378,2,9,843.0,230000
1,14154,1,7,5,2006,2006,4,3,5,4,1063.0,1063.0,1,1071,2172,2,3,1,4,1,3.0,947.0,3,3,1,2007,1,420,1,20,0.0,280000
1,7700,5,6,5,1966,1966,3,3,3,3,756.0,756.0,1,1051,1839,1,4,1,3,1,2.0,442.0,3,3,1,2010,44,270,44,9,0.0,155000
1,12361,1,6,7,1993,1993,4,4,4,3,86.0,946.0,1,964,1802,2,3,1,4,1,4.0,1017.0,3,3,1,2010,17,672,17,12,860.0,218000
1,9720,1,5,7,1977,1977,3,3,3,5,240.0,995.0,1,1009,1009,2,3,1,3,1,2.0,576.0,3,3,1,2007,30,315,30,15,755.0,160000
3,8640,1,8,5,2007,2007,4,3,4,3,1314.0,1338.0,1,1338,1338,2,3,1,4,0,2.0,598.0,3,3,1,2007,0,480,0,12,24.0,208900
3,3180,1,7,5,2007,2007,4,3,4,3,689.0,689.0,1,703,1392,2,2,1,4,0,2.0,540.0,3,3,1,2008,1,420,1,12,0.0,146000
1,14963,1,8,5,1996,1996,4,3,4,3,474.0,1260.0,1,1288,1288,1,1,1,5,2,2.0,500.0,3,3,1,2008,12,480,12,12,786.0,245500
2,5000,1,6,7,1926,1950,3,3,3,3,992.0,992.0,1,1013,1013,1,3,1,3,0,1.0,160.0,2,3,1,2008,82,378,58,9,0.0,113000
1,16870,1,8,5,2004,2005,4,3,5,3,251.0,1782.0,1,1782,1782,2,3,1,4,2,3.0,932.0,3,3,1,2009,5,480,4,15,1531.0,296000
1,14157,1,9,5,2005,2006,4,3,5,3,673.0,1922.0,1,1922,1922,2,3,1,4,1,3.0,676.0,3,3,1,2007,2,540,1,15,1249.0,377426
1,12456,1,10,5,2006,2007,5,3,5,3,528.0,1700.0,1,1718,1718,2,3,1,5,1,3.0,786.0,3,3,1,2009,3,750,2,15,1172.0,337500
1,14836,1,10,5,2004,2005,5,3,5,3,346.0,2492.0,1,2492,2492,2,2,1,5,1,3.0,949.0,3,3,1,2009,5,750,4,15,2146.0,552000
1,6956,1,4,7,1948,1950,3,4,2,3,624.0,624.0,1,624,936,1,3,1,3,0,1.0,265.0,3,1,1,2006,58,336,56,6,0.0,97900
3,7862,1,6,5,2009,2009,4,3,4,3,1191.0,1218.0,1,1218,1218,2,2,1,4,0,2.0,676.0,3,3,1,2009,0,360,0,12,27.0,208300
1,11050,1,7,5,1996,1997,3,3,4,3,910.0,910.0,1,910,1820,2,3,1,4,1,3.0,816.0,3,3,1,2008,12,315,11,12,0.0,213000
1,8924,1,7,5,1998,1999,3,3,4,3,880.0,880.0,1,880,1724,2,3,1,4,0,2.0,527.0,3,3,1,2008,10,315,9,12,0.0,188000
1,9610,2,6,6,1958,1958,3,3,3,3,918.0,1121.0,1,1336,1336,1,3,1,3,1,2.0,488.0,3,3,1,2006,48,324,48,9,203.0,162000
2,13710,1,5,5,1950,1950,3,3,3,3,490.0,910.0,1,910,1558,1,4,1,3,0,1.0,282.0,3,3,1,2007,57,225,57,9,420.0,152000
3,12552,1,7,5,2004,2005,4,3,4,3,769.0,991.0,1,991,1947,2,3,1,4,1,2.0,678.0,3,3,1,2010,6,420,5,12,222.0,254900
1,14565,1,7,5,1994,1995,4,3,4,3,295.0,832.0,1,832,1657,2,3,1,4,0,2.0,483.0,3,3,1,2008,14,420,13,12,537.0,189000
1,18559,1,7,5,1978,1978,4,4,4,3,656.0,2048.0,1,2064,2064,2,3,1,4,2,2.0,550.0,3,3,1,2008,30,560,30,12,1392.0,235000
